gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,0,0,0.6715568154900058,1,1,0.8595598613329236,0.976415128016858,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1
0,0,0,0,-1.2809090291391125,1,0,0.19520192434548184,-0.9752104227698905,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1,0,1,1,-1.0368507985604727,1,1,0.215033504554062,-0.7798327327066517,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,0
1,0,1,1,1.6071133660414583,1,0,1.5222651666363176,2.4722179421212362,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,0,0,-1.1995562856128992,1,1,-0.04112440647343403,-0.9379349938117579,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
1,1,0,0,-1.1995562856128992,1,1,0.5455598413637346,-0.9036670641276326,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,1,1,1.5664369942783516,1,1,1.624728331047316,2.5833636999628293,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1,1,1,0,0.4681749566744726,0,1,-1.1401244763655956,-0.40929565061930234,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,1,-1.2809090291391125,1,1,-1.5086613419083803,-0.9978435012480028,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,1,0,0,-1.0775271703235794,1,0,0.3158440372810125,-0.8156812459508392,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,1.5664369942783516,1,0,1.1785177763542578,2.0805405549180556,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,0
1,0,0,0,-1.2402326573760059,1,1,0.6942966929280873,-0.9328200497910012,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
0,1,0,0,-0.7521161962187263,0,1,-0.6112823374701193,-0.7109236799978307,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
1,1,0,0,-0.9961744267973661,1,1,1.1818230397223544,-0.6465148999252978,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,-1.2809090291391125,1,0,-1.470650813175268,-0.9973385926107607,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-0.5894107091662998,1,1,0.6728124810354589,-0.3240319485737271,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,1,1,0,-0.670763452692513,1,1,0.8826967049096007,-0.3301128047700774,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0
1,1,0,0,-1.1588799138497925,1,1,0.9884651326886961,-0.8208181425210411,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
0,0,0,0,1.3223787636997117,1,1,1.5272230616884623,2.1140620979210407,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,0
1,0,0,0,0.3054694696220461,1,0,0.08612823319828997,0.1927749704677076,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
0,0,1,0,1.6071133660414583,1,0,-1.465692918123123,-0.34670893215073,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1,0,0,0,-0.8741453115080462,1,0,-1.497092920120042,-0.9082990520605925,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,1,0,0,0.10208761080651294,1,1,1.1305914575168552,0.5543773649308166,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
1,0,1,1,0.8342623025424323,1,0,0.005149280679920088,0.4706064362475224,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0
0,0,1,0,0.9969677895948588,1,1,1.310728311078127,1.5935012929244585,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,1
0,0,0,0,0.14276398256961956,1,1,1.1338967208849522,0.5811594752540921,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,-0.9961744267973661,1,1,0.3439387759098345,-0.7530725749328215,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,1,1,0,1.3223787636997117,1,0,1.3355177863388523,1.9733023508777274,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1
0,0,1,0,-0.7114398244556197,1,0,-1.4673455498071712,-0.861035213104845,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,1.4850842507521385,1,1,1.3768335784400614,2.220224627038549,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,1
0,0,0,1,0.6308804437268991,1,1,1.0132546079494216,1.0255888387743475,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1
0,0,1,0,0.8342623025424323,1,0,-1.5136192369605257,-0.5714152282728999,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,1,-0.34535247858766,1,0,-1.3268718566630604,-0.7552458773279069,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,1,-0.01994150448280695,0,1,-0.9814718346969526,-0.5448087383451871,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,1,-0.792792567981833,1,1,-1.4904823933838485,-0.8979594012718526,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,1,0,0,1.4850842507521385,1,0,1.5007809547436886,2.272361931971155,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,0,0,0.6308804437268991,1,0,-0.30885073928926887,0.14726733546758464,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0
1,0,1,0,0.22411672609583283,0,1,-0.16011388772491622,-0.04334665136602247,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0
1,0,0,0,-1.1995562856128992,0,0,-1.3136508031906735,-0.9712370113202897,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,1,0,1.6071133660414583,1,0,-1.4590823913869295,-0.3511652996881275,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,1,0,0,-0.670763452692513,1,1,0.9785493425844061,-0.3427794258000199,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1
0,1,1,0,1.4444078789890318,1,1,-0.13862967583228755,0.7393495465569797,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0
0,0,0,0,-0.5080579656400865,1,0,-1.4921350250678969,-0.8276014802996412,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,1,1.200349648410392,1,0,-1.3235665932949638,-0.35812425786229,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1,0,0,0,-0.06061787624591358,1,0,1.1438125109892423,0.35913139016424966,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,1,0,-0.6300870809294065,1,1,0.3488966709619798,-0.425606394857166,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
0,0,1,1,-0.3860288503507666,1,0,-1.3549665952918826,-0.7315810290258652,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,0,1.5664369942783516,1,1,1.1173704040444685,2.0507728978702184,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0
1,0,1,1,1.6071133660414583,1,1,1.3636125249676743,2.3079470146219987,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0
1,0,0,0,0.427498584911366,1,0,-1.2690297477213677,-0.5189047299997239,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,1,0,0,-0.9554980550342594,1,0,-0.5170823314793626,-0.8096223423039342,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
0,0,1,1,-1.1995562856128992,1,1,0.6579387958790235,-0.8899906258232059,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,1,0,0,-1.2809090291391125,1,1,0.6992545879802325,-0.9685148951890716,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,0,0,1,0.874938674305539,1,1,1.3553493665474325,1.5519231642750453,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,0
0,0,0,0,-1.2809090291391125,0,1,-1.3136508031906735,-0.9952531004134565,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1,0,1,1,1.5664369942783516,1,1,0.19850718771357836,1.1773029079908688,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,0
0,0,1,1,1.1596732766472853,1,0,-1.511966605276477,-0.5040867591241411,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,1,1,0,1.6071133660414583,1,1,1.652823069676138,2.645730892936949,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1,0,0,0,-1.2402326573760059,1,0,-1.4822192349636067,-0.9919163128977697,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-1.2809090291391125,1,0,-0.6906086583044406,-0.9869769892725755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,0,1,0,1.5664369942783516,1,1,1.3503914714952878,2.274381566520123,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0
1,0,0,0,0.02073486728029968,0,1,-0.8509139316571319,-0.4315555357568444,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0
0,0,0,0,-1.0775271703235794,1,0,-1.497092920120042,-0.9516333846656301,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,0,-0.8334689397449395,1,1,-0.6426823394670382,-0.7784497220915972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,0,0,0,-0.9961744267973661,1,1,-0.18490336298564167,-0.8145836184785739,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
1,0,0,0,-1.118203542086686,1,0,1.3371704180229007,-0.7645318057432722,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0
1,0,1,1,-0.6300870809294065,1,1,0.8116335424955214,-0.33037623536342103,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
1,0,0,1,1.525760622515245,1,1,1.644559911255896,2.4545461398177637,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0
0,0,0,1,-0.8741453115080462,1,0,-1.47891397159551,-0.9090893438406237,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,1
0,0,0,0,-1.2402326573760059,1,0,0.5207703661030092,-0.9378691361634219,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
1,0,0,0,-1.118203542086686,1,0,-1.470650813175268,-0.965551301013955,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,0,-0.8741453115080462,1,1,0.3340229858055444,-0.6437488786951889,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,1,1,0,0.3461458413851527,1,1,0.9818546059525025,0.6847096509876086,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,1,1,0.22411672609583283,1,0,-1.4673455498071712,-0.6632646951520675,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,0,1.6071133660414583,1,1,0.8975703900660361,1.971436384174876,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,1,0,0,0.9156150460686455,1,1,1.1619914595137741,1.4125903329456773,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,1
0,0,1,1,0.9156150460686455,1,0,-1.510313973592429,-0.568056488207768,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,0,-1.1588799138497925,0,1,-1.3119981715066253,-0.9623901338938309,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,0,0,-1.2809090291391125,1,1,0.8496440712286335,-0.9665172131895485,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,1,0,0,-1.2402326573760059,1,1,0.4926756274741872,-0.9362885526033599,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,0,0,0,1.3630551354628184,0,1,-0.5765770721051038,0.3887014742670792,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,0
0,0,1,0,-0.5487343374031931,1,0,0.8198967009157633,-0.23308253622181718,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1
1,0,0,1,-0.670763452692513,1,1,0.14066507877188567,-0.5304737235574011,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,0,1,1,-0.18264699153523348,1,1,0.846338807860537,0.0954154136777678,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0
1,0,0,0,-1.2809090291391125,1,1,-0.632766549362748,-0.9862086500419898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
0,0,1,0,1.403731507225925,1,0,0.7042124830323778,1.5770368808404778,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,1,1,-0.9148216832711529,1,0,0.6976019562961843,-0.6293041011601765,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,0,1,0,0.8342623025424323,1,1,1.1091072456242268,1.2546197871372429,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1
1,0,0,0,0.3868222131482594,1,1,1.2198335684554669,0.8699891683060059,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,0,-0.42670522211387324,1,1,0.4744966789496553,-0.24111716931879978,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1
1,0,0,0,-0.5080579656400865,1,0,0.4612756254772682,-0.2856588921433292,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
1,0,0,0,-1.2809090291391125,1,0,-0.6311139176786997,-0.9861866974925444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,-0.42670522211387324,1,1,-0.34355600465428443,-0.5113091478916475,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,0,0,0.26479309785893945,0,0,-0.7848086642951974,-0.30508689840242653,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,0
0,0,0,0,-0.7521161962187263,1,0,-0.47576653937815344,-0.6702017007767848,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,0,1,-1.118203542086686,1,0,-1.4756087082274132,-0.9695027599141105,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,0,-0.9554980550342594,0,0,-1.3467034368716408,-0.892207833317182,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
1,0,0,1,-0.6300870809294065,1,0,-0.669124446411812,-0.7071039363943471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
1,0,0,0,-0.9961744267973661,0,1,-1.1368192129974988,-0.9068501837972023,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,1,1,1.6071133660414583,1,1,-1.3103455398225767,-0.21646445629171915,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,1,0,-1.1995562856128992,1,1,-0.2989349491849788,-0.9384179498995546,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0
1,1,0,0,1.403731507225925,1,0,-1.3136508031906735,-0.2721141691355743,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1,0,0,0,-0.9961744267973661,1,1,-1.4673455498071712,-0.935015304735532,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
0,0,1,1,-0.792792567981833,1,0,-1.497092920120042,-0.8897930528781981,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,1,-1.0775271703235794,1,0,0.9802019742684543,-0.7536213886689542,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,1
1,0,1,0,-1.1995562856128992,1,1,-1.4640402864390747,-0.9838158221524511,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,1
0,0,1,0,1.525760622515245,1,1,0.9901177643727443,2.00519940522176,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,0,0,-0.792792567981833,0,1,-0.9831244663810009,-0.8104126340839654,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,0,0,0,-0.792792567981833,1,0,-1.5003981834881386,-0.887641703032558,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,1,1,0,-1.0368507985604727,1,1,1.0165598713175181,-0.7233707755333202,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1
0,0,0,0,-0.792792567981833,1,1,0.17537034413690167,-0.6169667683719136,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0,0,0,0.6308804437268991,1,1,0.6149703720937661,0.7006911069837927,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0
1,0,1,0,1.0376441613579654,1,0,-0.15019809762062614,0.5584166340287533,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,1
1,0,1,1,0.7935859307793257,1,0,-1.3318297517152058,-0.42187446145146373,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,1,0,0,-0.26399973506144675,1,1,0.692644061244039,-0.043149078421014585,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
1,0,1,1,-0.42670522211387324,1,1,0.7901493306028925,-0.1785963084985633,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
0,0,1,0,-1.1588799138497925,1,0,-1.465692918123123,-0.9715662995619693,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,0,1,1,-1.2809090291391125,1,0,-1.5003981834881386,-0.9977337385007763,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
0,0,0,0,-1.2809090291391125,1,1,0.6662019542992653,-0.9689539461779778,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,0,0,0,-0.18264699153523348,1,0,-0.19316652140588347,-0.27988537163921323,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0
0,0,0,0,1.4444078789890318,0,0,-0.01633493121270882,0.9868425890033792,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,1,1,-1.1588799138497925,1,1,0.15553876392832103,-0.8811876534956374,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,0,0,0,0.22411672609583283,1,1,1.3222967328664652,0.700427676390449,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,0
1,0,1,1,1.0783205331210721,1,1,1.5288756933725107,1.8717937622426244,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0
0,0,0,0,0.1834403543327262,1,0,-0.006419141108418265,0.024552584068314398,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
0,0,1,1,-1.1995562856128992,1,0,-1.511966605276477,-0.9834426288118809,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,0,-0.14197061977212685,0,1,-1.3219139616109155,-0.6602791484275057,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
0,0,0,0,-1.0775271703235794,1,1,0.46953878389751,-0.8155056255552767,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,1.2410260201734986,1,0,0.846338807860537,1.5514182556378033,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,0
0,1,1,0,-0.7114398244556197,1,1,0.601749318621379,-0.4538154208943865,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1
0,0,0,0,-0.9148216832711529,1,0,0.0018440173118235501,-0.7052818747903866,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,0
0,1,0,0,-1.1588799138497925,1,1,0.9735914475322608,-0.8199180879937835,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,1,0,-1.1995562856128992,1,1,0.48937036410609064,-0.8957421937778764,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
1,0,1,1,0.06141123904340631,1,1,0.8265072276519564,0.35116261471560295,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0
1,0,0,0,-0.10129424800902022,1,0,-1.4921350250678969,-0.731844459619209,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,0,0,0,-1.0775271703235794,1,0,-1.460735023070978,-0.9582850071475582,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-0.9961744267973661,1,0,0.039854546044935615,-0.754038487108415,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1,0,1,0,1.2817023919366053,1,0,0.8132861741795697,1.4930903317616206,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1,0,1,1,1.1596732766472853,0,0,-1.0327034169024518,-0.07671452652289024,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
1,0,0,1,-0.3860288503507666,1,1,-0.31546126602546243,-0.44244400028171704,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1,1,0,0,-0.8741453115080462,1,1,1.5387914834768013,-0.4868540078095746,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0
1,1,1,0,-0.3860288503507666,1,0,0.7256966949250063,-0.13877438380477516,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
1,1,1,0,0.10208761080651294,1,1,0.5538229997839764,0.22976501628305115,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1,0,0,0,-1.2402326573760059,1,0,-0.09235598867893342,-0.9543335482474028,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,0,1,1,-0.46738159387697986,1,1,0.30427561549267373,-0.31885114690463445,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,0,1,0,0.752909559016219,1,1,0.6083598453575726,0.7892037863472734,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,0,0,-1.0775271703235794,1,1,-0.5088191730591207,-0.8681478391251247,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,0,0,-0.5487343374031931,0,1,-1.3119981715066253,-0.8006437495808034,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,1,0,0,1.3630551354628184,1,0,1.429717792329609,2.1718412080610907,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0
1,0,0,0,0.10208761080651294,1,1,1.239665148664047,0.5857695106376066,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,1
0,0,1,0,-1.1588799138497925,1,1,0.8860019682776978,-0.8458440488886919,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,0,0,0.6308804437268991,1,0,-1.483871866647655,-0.5652465618787685,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,1,0,0,1.1189969048841788,1,1,1.3603072615995777,1.8218297597051039,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,1
0,0,0,0,-1.1588799138497925,1,1,1.1900861981425963,-0.8309821729142186,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,0
0,0,1,1,-1.0368507985604727,0,0,-0.9979981515374363,-0.8980033063707432,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,1,1,0,-0.18264699153523348,1,1,1.3536967348633842,0.3100015845056509,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,0
0,0,1,0,1.525760622515245,1,0,0.015065070784210172,1.083499664211069,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,1
1,0,0,0,0.7935859307793257,1,1,1.4693809527467696,1.510103557581734,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0
0,0,0,0,-0.30467610682455337,1,1,0.6529809008268782,-0.08951286284950448,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
0,1,0,0,-1.2402326573760059,1,1,0.35054930264602807,-0.936727603592266,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
0,0,0,0,0.9562914178317522,1,1,-1.497092920120042,-0.5318567341724555,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,1,0,-0.26399973506144675,1,0,0.4778019423177518,-0.12123429679797426,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
